time,equity
2025-12-30 09:30:00,8440.999999999993
2025-12-31 09:30:00,8421.249999999989
2026-01-02 09:30:00,8446.249999999989
2026-01-05 09:30:00,8471.249999999989
2026-01-06 09:30:00,8496.249999999989
2026-01-07 09:30:00,8521.249999999989
2026-01-08 09:30:00,8546.249999999989
2026-01-09 09:30:00,8546.249999999989
2026-01-12 09:30:00,8571.249999999989
2026-01-13 09:30:00,8596.249999999989
2026-01-14 09:30:00,8621.249999999989
2026-01-15 09:30:00,8646.249999999989
2026-01-16 09:30:00,8603.999999999985
2026-01-19 09:30:00,8603.999999999985
2026-01-20 09:30:00,8628.999999999985
2026-01-21 09:30:00,8653.999999999985
2026-01-22 09:30:00,8653.999999999985
2026-01-23 09:30:00,8678.999999999985
2026-01-26 09:30:00,8678.999999999985
2026-01-27 09:30:00,8703.999999999985
2026-01-28 09:30:00,8728.999999999985
2026-01-29 09:30:00,8728.999999999985
2026-01-30 09:30:00,8753.999999999985
2026-02-02 09:30:00,8778.999999999985
2026-02-03 09:30:00,8803.999999999985
2026-02-04 09:30:00,8828.999999999985
2026-02-05 09:30:00,8853.999999999985
2026-02-06 09:30:00,8878.999999999985
2026-02-09 09:30:00,8903.999999999985
2026-02-10 09:30:00,8928.999999999985
2026-02-11 09:30:00,8953.999999999985
2026-02-12 09:30:00,8953.999999999985
2026-02-13 09:30:00,8978.999999999985
2026-02-16 09:30:00,8978.999999999985
2026-02-17 09:30:00,9003.999999999985
2026-02-18 09:30:00,9028.999999999984
2026-02-19 09:30:00,9053.999999999984
2026-02-20 09:30:00,9053.999999999984
2026-02-23 09:30:00,9078.999999999984
2026-02-24 09:30:00,9103.999999999984
2026-02-25 09:30:00,9128.999999999984
2026-02-26 09:30:00,9153.999999999984
2026-02-27 09:30:00,9178.999999999984
2026-03-02 09:30:00,9178.999999999984
2026-03-03 09:30:00,9203.999999999984
2026-03-04 09:30:00,9228.999999999984
2026-03-05 09:30:00,9253.999999999984
2026-03-06 09:30:00,9253.999999999984
2026-03-09 09:30:00,9253.999999999984
2026-03-10 09:30:00,9278.999999999984
2026-03-11 09:30:00,9236.749999999984
2026-03-12 09:30:00,9261.749999999984
2026-03-13 09:30:00,9286.749999999984
2026-03-16 09:30:00,9286.749999999984
2026-03-17 09:30:00,9311.749999999984
2026-03-18 09:30:00,9336.749999999984
2026-03-19 09:30:00,9336.749999999984
2026-03-20 09:30:00,9361.749999999984
2026-03-23 09:30:00,9353.749999999984
